stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,36.78,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,81.73,0,0,0,0,20.43,171.63,0,0,20.43,0,0,0,0,0,0,0,0
72hpf,8.56,19.26,0,10.7,2.14,5.35,0,0,0,0,0,0,0,0,0,0,4.28,26.74,1.07,105.91,0,0,5.35,0,46,31.02,0,0,73.82,0,0,1.07,2.14,6.42,0,0,0
21Day,9.37,9.37,0,17.4,1.34,2.68,0,1.34,0,0,0,0,1.34,0,0,0,1.34,5.35,0,54.88,0,0,9.37,0,12.05,14.72,0,1.34,53.54,5.35,0,1.34,0,0,0,0,0
3Month,0.96,9.92,1.28,69.11,0.64,0,0.96,0.32,2.24,13.76,6.4,0.64,58.55,3.2,2.56,23.36,16.32,14.08,10.24,112.94,21.76,0.64,19.52,14.72,2.88,2.24,3.84,1.6,1.28,2.56,54.39,1.92,0,2.56,6.4,42.55,18.88
22Month,0,3.28,0.55,8.75,0,0,0.55,0,0,1.09,3.83,2.19,63.41,0.55,1.09,16.95,1.09,3.28,4.37,54.12,0.55,1.64,0.55,0.55,1.09,0.55,1.09,1.09,1.09,0,4.37,0.55,0,0.55,0,0,1.64
