stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte
24hpf,8.17,8.17,0,40.86,0,0,0,0,0,12.26,0,0,0,4.09,8.17,32.69,8.17,24.52,0,0,0,0,4.09,245.18,0,0,4.09,0,0,4.09,0,0
72hpf,1.07,0,0,4.28,2.14,0,0,0,0,0,0,0,0,0,0,38.51,0,6.42,0,10.7,0,0,2.14,0,0,0,14.98,1.07,0,0,0,0
21Day,8.03,0,0,5.35,0,0,0,0,0,0,0,0,0,0,1.34,0,0,2.68,0,0,0,0,0,0,0,0,2.68,2.68,0,0,0,0
3Month,0,0,0,1.6,0,0,0.32,0,0,0,11.84,0.64,0,0.64,0,0.32,0,0,0.32,0,0.64,0.32,0,0,0.64,0,0,0.64,8,0,0.32,3.52
22Month,0,3.83,1.64,6.01,0,0.55,0,0.55,1.09,0,40.45,2.19,0.55,1.09,0,0.55,1.09,6.56,0,1.09,1.09,0,0,0,0,124.09,0,0,13.12,0,0,0
