stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,8.17,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,16.35,0,0,0,32.69,32.69,0,0,0,57.21,0,0,0,0,0,0,0
72hpf,2.14,0,0,8.56,4.28,0,0,0,0,0,0,1.07,0,0,0,1.07,6.42,0,86.65,0,2.14,0,74.89,5.35,0,0,0,382.99,1.07,0,3.21,0,0,0,0
21Day,1.34,0,1.34,41.49,2.68,6.69,0,0,0,0,0,0,0,0,0,2.68,8.03,2.68,159.29,0,1.34,0,46.85,4.02,0,0,0,149.92,2.68,5.35,1.34,1.34,0,0,4.02
3Month,0.32,0.64,0.32,13.12,0.32,0,0.32,0.64,3.52,0,0,6.08,2.24,0.32,4.16,0.96,2.24,2.24,120.62,7.04,3.84,0.64,0,0,0.32,0.64,0,61.43,2.88,31.67,0,0,1.92,17.6,2.24
22Month,0,0,0,6.56,0,0,0.55,0,0.55,1.09,0,13.67,1.09,0,3.28,0,0,2.73,31.71,0,2.19,0,1.09,0,0.55,0,1.09,26.79,0,24.6,0.55,0.55,1.09,0.55,0.55
