stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,20.43,4.09,28.6,0,24.52,0,4.09,0,4.09,0,0,0,0,0,0,69.47,0,0,93.99,0,0,0,0,65.38,212.49,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,3.21,5.35,0,4.28,0,0,0,0,0,0,0,0,0,0,196.84,0,0,6.42,0,0,0,0,20.33,8.56,5.35,0,0,1.07,0,0,0,0,0,0,0,0,0,0
21Day,238.26,26.77,20202.48,1481.76,21.42,725.48,0,125.82,0,104.41,54.88,0,273.06,34.8,282.43,445.73,61.57,473.84,420.3,1096.26,6.69,5.35,144.56,25.43,1718.68,618.4,64.25,32.12,0,547.46,488.56,0,9.37,108.42,32.12,143.22,125.82,2.68,0,208.81
3Month,8.32,94.07,13371,1178.37,9.92,0,35.51,8,1.92,434.17,295.31,3.2,1425.37,482.8,19.84,10149.11,65.59,292.43,1139.98,461.05,155.18,4.16,319.63,57.27,26.88,13.12,110.7,37.11,0,16.96,238.04,5.12,247,14.08,0.32,0,2.24,95.34,140.46,298.83
22Month,10.39,243.81,22375.12,519.87,0.55,0,52.48,9.29,1.09,1229.97,223.04,101.68,2680.25,155.8,21.87,6878.01,12.57,67.24,436.23,332.37,9.84,104.96,225.22,4.92,9.84,6.01,130.65,25.69,31.71,12.57,27.33,0,24.6,35.53,16.95,0,2.19,20.77,0,118.62
