stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,28.6,0,73.56,4.09,4.09,0,0,0,0,0,20.43,4.09,0,0,0,16.35,32.69,44.95,114.42,0,0,0,0,155.28,14355.54,8.17,0,4.09,0,0,0,0,0,0,32.69,0,0,0
72hpf,144.42,23.54,0,93.07,51.35,119.82,0,5.35,0,3.21,0,0,1.07,0,2.14,0,27.81,201.12,17.12,152.98,0,7.49,8.56,1.07,7908.97,8070.5,14.98,115.54,196.84,2.14,0,4.28,1139.33,31.02,13.91,129.44,0,0,1.07
21Day,40.16,9.37,4.02,179.36,22.76,88.34,0,21.42,0,2.68,0,0,16.06,1.34,37.48,14.72,13.39,64.25,24.09,176.69,0,0,13.39,1.34,2381.25,2122.91,20.08,62.91,62.91,74.96,0,4.02,319.91,20.08,42.83,33.46,0,0,18.74
3Month,0.32,0.64,1.6,32.95,2.24,0,0.32,0.32,0.96,5.44,1.6,0,19.84,1.6,3.52,2.24,12.8,9.28,5.76,10.88,1.92,0.32,3.52,0.96,32.63,14.08,17.28,8.64,0.32,0.96,0.32,76.79,6.72,0,0,5.76,2.24,7.68,2.24
22Month,0,3.28,1.64,25.15,3.28,0,0,0,1.09,4.92,1.64,0,68.33,1.09,8.2,7.65,7.11,8.2,7.11,19.13,1.09,1.64,1.64,0,41.55,9.84,21.32,13.67,1.09,0.55,0,75.98,54.12,1.64,0,6.01,0.55,0,1.64
