stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,4.09,0,0,0,0,0,4.09,0,20.43,0,0,0,0,8.17,175.72,0,8.17,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,1.07,1.07,0,1.07,0,0,0,0,0,0,2.14,9.63,0,7.49,0,1.07,0,0,36.37,27.81,1.07,3.21,0,1.07,0,1.07,0,0,1.07
21Day,2.68,0,0,17.4,0,0,1.34,1.34,1.34,0,0,6.69,0,2.68,2.68,0,17.4,0,0,0,0,17.4,25.43,1.34,5.35,1.34,2.68,1.34,0,0,0,2.68
3Month,0,1.28,0.32,8.96,0.32,0.32,0,0.32,2.24,17.92,0.32,0.32,3.2,1.6,2.24,0.64,2.24,0.32,0,0.64,0.96,0,0.64,0,0,0,11.84,0,0,0.96,5.76,1.6
22Month,0,0.55,1.64,2.19,0,0,0.55,0.55,1.09,20.77,0,0,19.68,1.09,0,1.09,2.73,0,0.55,0,0,0,0,2.19,0,0,2.19,0.55,0,0,0,0.55
