stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,0,0,1.07,0,0,0,0,0,0,0,0,0,5.35,3.21,0,7.49,0,1.07,0,0,7.49,12.84,1.07,0,2.14,0,0,3.21,0,1.07,0,0,0
21Day,10.71,0,0,8.03,4.02,0,1.34,0,0,0,6.69,0,2.68,91.02,1.34,4.02,2.68,17.4,0,0,5.35,0,9.37,8.03,4.02,0,6.69,4.02,1.34,2.68,2.68,0,0,0,1.34
3Month,0,1.6,1.28,21.44,0,0.96,0.96,3.2,1.92,0,69.11,4.48,0.32,265.24,1.28,6.08,8.32,4.16,0.96,0,2.24,3.2,1.28,0,11.84,0.32,0.64,1.6,29.12,0.32,0,0,0.96,15.68,3.84
22Month,0,0.55,0,1.09,0,0,0,1.09,0.55,1.09,13.12,0,0.55,74.89,0,0,0,0.55,0,0,0.55,0,0,0,0.55,0.55,0,0,1.09,0.55,0,0,0,0,1.09
