stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,32.69,65.38,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,5.35,0,16.05,11.77,20.33,0,1.07,0,2.14,0,0,0,0,0,6.42,26.74,3.21,40.65,0,0,0,0,3398.73,100.56,1.07,17.12,37.44,0,0,2.14,38.51,20.33,18.19,7.49,0,0,0
21Day,21.42,2.68,2.68,44.17,8.03,25.43,0,2.68,0,1.34,0,1.34,2.68,12.05,14.72,1.34,21.42,12.05,45.51,0,1.34,2.68,0,1408.14,20.08,1.34,18.74,17.4,37.48,0,2.68,24.09,30.79,49.53,9.37,0,0,4.02
3Month,0,0.32,0,4.16,0.96,0,0.32,0,0.32,2.56,0,7.36,0.96,0.64,1.6,0.64,3.52,3.2,3.52,0.64,0.32,0.64,0.64,17.6,1.6,0.64,0.64,0.32,1.6,0.32,84.79,5.12,1.92,0.32,2.24,1.28,119.02,1.92
22Month,0,0.55,0.55,4.92,0,0,0,0.55,1.09,9.29,32.25,34.99,2.19,0,5.47,1.64,0,4.92,4.37,0,1.09,0.55,0,21.32,6.56,3.28,2.73,0,1.09,0,62.32,16.95,16.95,0,0,0.55,0.55,0
