stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,192.06,24.52,0,32.69,0,4.09,0,12.26,0,0,0,4.09,0,12.26,0,0,16.35,302.39,3126.1,0,0,0,4.09,4.09,151.2,0,0,0,0,0,0,0,0,0,0,0
72hpf,418.29,5.35,0,16.05,0,3.21,0,0,0,0,0,0,0,0,0,4.28,68.47,0,63.12,0,0,0,0,34.23,12.84,0,2.14,4.28,0,0,1.07,0,0,0,0,0
21Day,290.46,0,0,8.03,1.34,4.02,0,1.34,1.34,0,0,0,0,0,0,0,6.69,0,9.37,0,0,6.69,0,4.02,10.71,0,5.35,6.69,5.35,0,1.34,1.34,1.34,0,0,0
3Month,1285.88,20.16,0.32,18.24,0,0,0.32,51.19,2.56,4.48,0,21.44,6.72,2.24,9.6,2.24,5.44,59.19,8.96,5.12,0,2.24,1.28,1.6,0,0,45.75,0.96,3.52,10.56,0,0,0,2.88,11.52,5.76
22Month,725.41,16.4,0,4.37,0.55,0,0,36.08,0.55,4.92,3.83,48.65,2.19,1.09,4.37,1.09,1.64,9.84,13.67,2.73,2.73,1.64,0.55,0.55,0,0.55,119.72,0.55,0,8.2,0.55,0,0,0.55,0,3.83
