stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,915.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,4.28,1.07,13.91,0,0,0,0,0,0,0,0,3.21,6.42,0,11.77,0,0,0,0,338.05,765.97,0,0,8.56,0,0,9.63,0,1.07,3.21,0,0,0
21Day,4.02,0,0,4.02,0,5.35,2.68,0,0,0,1.34,0,2.68,1.34,1.34,2.68,0,17.4,0,0,0,0,107.08,277.08,0,0,5.35,6.69,0,4.02,2.68,2.68,0,0,0,2.68
3Month,0,0,0,4.16,0,0,0,1.28,0.32,0,3.84,0.96,0.32,1.92,0.32,0.32,0.96,1.92,0.64,0,0.32,0,3.84,15.36,0.32,0,0.64,0.32,15.04,34.55,0,0,11.52,0.32,7.04,0.32
22Month,0,1.64,1.09,2.73,0,0,0,0.55,1.64,0.55,30.07,0,0,2.73,0,0,0.55,3.83,0.55,2.73,0.55,0.55,2.73,0.55,0,1.09,0,0,7.11,78.17,3.28,0,3.28,0,0,1.09
