stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,286.05,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,1.07,26.74,3.21,0,0,0,0,1.07,2.14,0,0,0,2.14,0,0,0,0,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0,10.71,0,2.68,10.71,22.76,0,1.34,1.34,89.68,8.03,0,0,1.34,0,4.02,1.34,0,0,0,1.34,1.34,0,0,0,0,0,60.23
3Month,1.28,1.92,1.28,14.4,0.96,0,2.24,0.64,3.84,516.4,0.32,17.6,126.7,3.52,10.88,1.28,8,502.32,11.2,0.96,0,1.28,2.88,0.64,0.96,0.96,0.96,0,0,4.16,4.48,0.64,0,3.52,4.8,158.05
22Month,1.64,6.56,1.64,12.03,0,0,33.89,0.55,4.92,1941.72,1.64,59.04,338.93,6.56,4.92,0.55,3.28,522.6,9.29,0,2.19,2.73,0,1.09,0,2.19,0,1.64,0.55,1.64,0.55,0.55,2.73,1.64,0,265.13
