stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,3.21,0,0,0,0,0,0,0,0,0,0,0,5.35,0,3.21,0,0,0,0,8.56,4.28,0,0,5.35,0,0,0,0,0,0,0,0,0
21Day,21.42,8.03,2.68,62.91,14.72,0,17.4,0,1.34,0,0,2.68,18.74,4.02,0,12.05,18.74,125.82,0,1.34,14.72,1.34,30.79,28.11,0,1.34,14.72,5.35,4.02,16.06,2.68,1.34,1.34,0,0,14.72
3Month,0.64,3.84,1.6,139.18,0,1.92,4.8,16.64,20.8,0.32,33.91,28.16,9.28,40.63,4.48,31.36,32.31,31.36,4.8,0,8.64,5.12,3.52,1.6,7.36,1.6,0.32,3.2,144.94,0.96,0,0,0.32,14.72,12.8,38.39
22Month,0.55,8.75,3.83,44.83,0,4.92,4.37,5.47,41.55,2.19,100.58,24.05,37.17,53.03,1.09,10.39,63.96,41.55,1.09,3.83,7.65,0.55,1.09,0.55,8.2,5.47,0.55,2.19,111.52,0.55,1.09,0,0,1.09,0,28.43
