stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,40.86,0,0,0,0,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,11.77,0,6.42,3.21,26.74,0,5.35,0,0,0,1.07,0,0,0,7.49,9.63,2.14,535.97,0,1.07,0,113.4,63.12,0,0,17.12,0,0,0,7.49,8.56,0,0,0,0,0
21Day,14.72,0,0,30.79,0,22.76,0,5.35,0,0,0,25.43,6.69,9.37,6.69,0,16.06,2.68,414.95,0,4.02,0,89.68,57.56,1.34,0,12.05,8.03,0,0,4.02,1.34,9.37,1.34,0,0,0
3Month,0,0,0.32,15.04,0,0,0.32,0,1.28,5.76,0,8.64,138.54,0,3.2,0.96,1.92,3.52,4.48,0.32,1.6,0.64,0.64,0,0.64,0,0,0.32,0.32,5.12,0,0,0,0,4.8,17.6,1.92
22Month,0,1.09,0.55,4.92,0,0,0.55,0,0,7.65,2.19,22.96,31.71,2.73,2.19,0,0,6.01,3.28,0,1.09,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0.55,0,0,1.09
