stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,12.26,0,0,0,0,384.12,130.76,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,2.14,3.21,2.14,0,0,0,0,0,1.07,0,4.28,2.14,1.07,6.42,0,1.07,0,0,226.8,132.65,0,52.42,4.28,0,0,11.77,1.07,1.07,1.07,0,0,0
21Day,6.69,1.34,0,5.35,0,1.34,1.34,0,0,0,0,2.68,1.34,0,2.68,1.34,5.35,0,0,0,0,40.16,100.39,2.68,191.41,1.34,5.35,1.34,6.69,0,4.02,0,0,0,1.34
3Month,0,0,0,3.52,0,0,0,1.28,0.96,7.68,1.6,0.32,1.6,0,1.28,0.96,3.2,0.96,0,0.32,0.64,2.56,0.64,0.32,329.55,0,0,1.28,2.24,0,0,0,0.96,0.64,1.92
22Month,0.55,0,0.55,1.09,0,0,0,0.55,2.19,23.51,0.55,1.09,3.83,0,0.55,1.64,1.64,0,0.55,0,0,8.2,0,0,329.09,0,0,3.83,0,0,0,0,0.55,0,0
