stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,40.86,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,8.17,138.94,0,0,0,0,16.35,723.29,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,29.95,0,1.07,0,0,0,0,0,0,0,0,0,0,28.88,66.33,0,7.49,0,3.21,0,0,31.02,65.26,0,0,3.21,10.7,0,0,3.21,0,0,0,0
21Day,17.4,0,5.35,159.29,0,18.74,0,21.42,0,1.34,0,0,1.34,0,2.68,8.03,10.71,32.12,0,5.35,0,0,0,0,17.4,17.4,0,0,5.35,5.35,1.34,4.02,9.37,5.35,0,0,2.68
3Month,0,0.96,5.76,82.87,0,0,0.32,0.32,8.32,1.28,0,0,7.36,2.88,0.96,65.27,0.64,5.76,2.56,1.92,0.32,0,4.8,0.32,0.64,0.64,1.92,0.32,0,3.2,74.55,0.32,0,0,1.6,2.56,2.88
22Month,0,1.09,13.12,43.19,0,0,1.09,1.09,18.59,1.09,16.95,0,73.8,0,1.64,164,1.64,5.47,2.73,1.64,1.09,1.64,6.01,0,0.55,0,2.73,0.55,0,1.09,33.35,1.09,0,0,0,0,0.55
