stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,31.02,0,1.07,0,0,0,0,0,0,1.07,0,0,48.14,0,8.56,0,0,4.28,0,4.28,4.28,0,0,0,4.28,0,1.07,0,0,0,0,0,0
21Day,0,0,0,58.9,0,5.35,0,0,4.02,0,0,0,0,0,0,41.49,1.34,32.12,0,0,12.05,0,5.35,4.02,0,0,0,4.02,1.34,6.69,5.35,0,0,0,0,1.34
3Month,0.64,1.92,0.96,100.46,0.64,0,0.96,1.28,6.08,0,14.4,5.12,1.28,7.04,1.28,94.07,4.8,139.82,16.64,0.32,4.48,1.92,1.28,0.32,3.52,0.96,0,1.6,5.12,453.37,14.72,0.32,0.32,6.72,170.53,4.8
22Month,0.55,3.28,1.64,62.87,0.55,0,3.28,0.55,8.75,1.09,28.43,1.09,1.64,7.65,1.64,31.16,6.01,496.91,4.92,2.19,13.12,0,1.09,0,0,0,3.83,1.09,0,93.48,103.86,0,0,0,0.55,3.83
