stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,1.07,0,0,6.42,2.14,0,0,0,0,0
21Day,1.34,0,0,1.34,1.34,1.34,0,0,0,0,0,0,1.34,0,4.02,0,0,0,1.34,0,0,1.34,0,0,0
3Month,0,0.32,0.64,1.6,0,0,0.64,1.28,0,4.8,1.6,3.84,2.24,1.6,1.6,0,0.32,0.32,0,0,0,0.32,0.96,0.32,0.64
22Month,0,0,0.55,0.55,0,0,0.55,1.64,0.55,28.43,1.09,2.19,0,0.55,1.09,1.64,0,0,0,0,0.55,0,0,0,1.09
