stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,241.1,8.17,0,32.69,4.09,0,0,0,0,0,0,0,0,0,4.09,0,20.43,77.64,0,0,0,0,98.07,621.13,0,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,138,12.84,0,19.26,1.07,28.88,6.42,0,1.07,0,1.07,0,1.07,0,8.56,52.42,4.28,93.07,0,6.42,1.07,1.07,4084.46,212.89,3.21,9.63,80.23,0,0,54.56,2.14,4.28,5.35,0,0,0
21Day,147.24,4.02,1.34,28.11,2.68,41.49,24.09,0,0,0,2.68,0,14.72,4.02,1.34,21.42,10.71,143.22,0,0,13.39,0,895.48,46.85,6.69,14.72,37.48,33.46,14.72,24.09,2.68,9.37,1.34,0,0,1.34
3Month,2.24,8.96,1.28,22.4,0.32,0,57.91,3.2,6.72,0,10.88,5.76,2.88,4.16,1.28,9.28,4.16,41.27,3.52,0,3.84,1.92,25.28,4.16,7.68,12.16,1.28,3.2,278.04,5.12,0.32,0,0.64,4.16,20.16,5.12
22Month,0,6.01,0.55,13.67,0,0,43.73,0,7.11,18.04,15.85,0,1.64,2.19,0,0,8.2,26.24,0,3.28,0.55,0,21.32,1.64,14.21,10.93,0.55,1.09,95.66,5.47,0,0,0.55,1.09,0.55,2.73
