stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,4.28,49.21,0,1.07,0,0,0,10.7,1.07,0,0,0,1.07,0,1.07,0,0,0,0,0,0
21Day,1.34,0,0,91.02,0,2.68,0,0,0,0,4.02,1.34,1.34,0,13.39,68.27,0,2.68,0,1.34,0,2.68,4.02,0,1.34,0,1.34,4.02,1.34,4.02,2.68,1.34,0,0,0
3Month,0,0.64,0.96,155.82,0,0,0.64,0.64,1.6,0,6.08,1.92,0,6.4,7.68,2.88,2.56,1.92,0.96,0.32,1.6,2.88,0,0.32,0,0,0.64,1.28,7.36,0,0.32,0,0.96,19.2,3.84
22Month,0,0.55,1.64,88.01,0.55,0,1.09,0.55,0.55,0.55,26.79,0,1.09,4.37,2.19,0.55,1.64,1.64,0,0.55,0,1.64,0,0,0,0.55,0,0,10.39,0,0,0,0.55,0,0.55
