stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,8.17,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,9.63,1.07,1.07,1.07,0,1.07,0,0,0,1.07,0,0,5.35,2.14,5.35,0,0,0,163.68,39.58,2.14,0,0,6.42,1.07,0,7.49,115.54,88.79,0,0,0,0
21Day,2.68,0,0,16.06,1.34,12.05,1.34,0,0,0,1.34,0,6.69,0,2.68,8.03,2.68,12.05,0,0,0,45.51,22.76,1.34,0,0,9.37,2.68,6.69,6.69,141.88,449.75,1.34,0,0,5.35
3Month,0,0.64,1.28,9.28,0.32,0,0,0.96,1.6,0,281.24,2.24,0.64,7.68,0.64,3.52,3.52,2.88,0.32,0.64,4.16,0.96,0.32,1.28,0.64,0,0,4.16,119.66,0.32,0.96,0.96,0,2.24,9.28,4.16
22Month,0.55,0.55,0,1.64,0,0,0,0.55,1.09,0.55,14.21,1.09,1.09,2.73,0.55,0,1.09,2.19,0.55,0.55,0,1.09,0,2.19,0,1.09,0.55,0,37.72,1.09,109.88,0,0.55,0,0,1.64
