stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,32.69,0,102.16,0,0,0,0,0,0,8.17,0,0,0,0,4.09,20.43,8.17,130.76,0,0,0,0,36.78,1879.75,0,0,49.04,0,0,0,0,0,8.17,0,0,0
72hpf,16.05,9.63,0,19.26,5.35,3.21,0,0,0,0,0,1.07,0,1.07,0,6.42,13.91,2.14,92,0,1.07,1.07,0,117.68,104.84,2.14,1.07,84.51,0,1.07,12.84,2.14,1.07,3.21,0,0,0
21Day,8.03,4.02,1.34,28.11,1.34,6.69,0,0,0,0,0,2.68,0,0,0,2.68,33.46,2.68,81.65,0,0,4.02,0,24.09,24.09,0,5.35,24.09,5.35,4.02,4.02,0,1.34,0,0,0,0
3Month,0,14.08,0.32,26.88,0,0,0.32,1.6,1.92,0,0,27.84,2.88,0.64,2.88,2.88,6.4,1.28,37.75,7.68,0,1.92,1.28,4.16,0.32,2.56,2.24,0.96,2.88,244.44,0.32,0,0,0,7.04,44.15,1.92
22Month,0,32.25,0.55,1.64,0,0,0,0,2.19,0.55,0,51.93,1.09,0,0,0.55,0.55,0,27.88,0,0,1.09,0,0.55,0,1.09,0.55,0,0,0,0,0,0,0,2.19,0,0
