stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,233.21,4.28,0,0,0,0,0,0,0,0,1.07,63.12,2.14,4.28,0,2.14,0,0,8.56,14.98,1.07,0,2.14,0,0,0,1.07,0,0,0
21Day,2.68,0,0,2.68,262.35,0,0,0,0,1.34,0,0,0,1.34,0,53.54,1.34,10.71,0,1.34,1.34,0,1.34,5.35,0,1.34,5.35,4.02,1.34,1.34,0,0,0,1.34
3Month,0,0,0,11.2,70.71,0,0,0.32,0.96,0.32,8.64,0.64,0,3.2,11.84,40.31,0.64,6.4,0.96,0,0.32,0.64,0.32,0,1.28,1.28,0,0.32,15.04,0,0,1.28,0.96,0.32
22Month,0,0.55,0.55,5.47,26.79,0,1.09,0.55,2.19,0.55,24.6,1.09,1.09,4.37,1.64,19.13,2.19,1.09,0.55,1.64,0.55,0,0,0,5.47,0,0,0,10.39,0.55,0,0,0,1.09
