stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,20.43,0,792.76,16.35,0,0,0,0,0,28.6,0,0,0,0,24.52,73.56,4.09,817.28,0,0,0,0,53.12,568.01,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,156.19,8.56,0,98.42,73.82,26.74,0,0,0,0,0,0,0,3.21,0,11.77,117.68,5.35,577.69,0,0,34.23,1.07,2772.9,303.82,4.28,4.28,0,230.01,2.14,0,49.21,34.23,8.56,3.21,0,0,0
21Day,40.16,0,0,30.79,10.71,4.02,0,1.34,0,1.34,0,4.02,0,1.34,2.68,4.02,13.39,0,137.87,0,0,48.19,0,412.27,37.48,0,0,0,40.16,16.06,1.34,4.02,4.02,6.69,1.34,0,0,1.34
3Month,1.28,0.32,0,23.36,5.76,0,0.32,0.32,0.96,0.32,0,11.52,1.92,0,1.28,1.28,23.68,0.96,13.76,0.64,0.32,3.2,0.96,4.48,0,1.28,0,0,0.32,0.64,20.16,0.96,0,0,0.32,2.56,13.76,0.96
22Month,0,1.09,4.92,10.39,1.64,0,0.55,0,0.55,1.09,0,20.77,0,0,1.09,4.92,4.92,3.83,16.95,0,3.83,6.01,0,3.83,0,1.64,0,0.55,0,0,27.33,0.55,0,0,0,0.55,0,0.55
