stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,57.21,4.09,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,36.78,0,0,0,347.34,739.64,8.17,0,8.17,0,0,0,0,0,0,0,0
72hpf,92,4.28,69.54,8.56,29.95,0,2.14,0,0,0,0,0,1.07,1.07,14.98,54.56,14.98,84.51,1.07,2.14,0,2182.37,527.41,23.54,5.35,69.54,1.07,0,42.79,12.84,6.42,4.28,0,0
21Day,53.54,8.03,169.99,8.03,48.19,0,68.27,0,4.02,1.34,14.72,2.68,20.08,14.72,12.05,25.43,9.37,72.28,0,12.05,0,978.47,364.08,6.69,8.03,21.42,50.86,0,48.19,25.43,54.88,9.37,0,6.69
3Month,1.6,0,23.36,0.64,0,0.64,1.28,0.32,1.6,0,4.48,1.92,0.32,2.24,3.52,3.52,2.56,6.4,0,1.6,0.32,8.96,12.16,15.36,0.64,0,0.64,1.92,0,0,0,1.28,2.24,0.32
22Month,0,1.09,14.21,1.09,0,0.55,1.64,0,1.64,0.55,2.73,0.55,0,0,4.37,1.09,0.55,2.19,0,0.55,0,4.37,0.55,7.11,0,0,0,0.55,0,0,0,0,0,1.09
