stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,20.43,0,0,0,0,8.17,0,20.43,4.09,0,0,0,0,12.26,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,8.56,11.77,5.35,0,0,0,0,0,0,0,0,0,0,0,11.77,10.7,2.14,14.98,0,0,0,1.07,415.08,20.33,2.14,1.07,18.19,1.07,0,0,1.07,0,0,4.28,0,0,0
21Day,5.35,1.34,4.02,20.08,2.68,10.71,0,1.34,0,0,0,0,0,2.68,2.68,9.37,99.05,1.34,16.06,4.02,18.74,0,0,5.35,0,143.22,10.71,12.05,0,9.37,6.69,0,0,6.69,0,4.02,2.68,0,0,6.69
3Month,0.32,0.64,8.96,12.8,1.92,0,0,0.32,0,3.84,2.88,0,0,12.16,27.84,0.32,298.51,1.28,4.48,3.52,10.24,0.96,0,93.75,1.28,11.52,0,8,0.64,0,3.84,0.64,9.6,0.64,0,0,0.64,0.96,12.8,5.12
22Month,0,1.09,15.85,10.39,0,0,1.64,0,0.55,9.29,5.47,1.09,0,20.77,9.29,1.09,352.05,0.55,2.19,3.83,15.31,0,1.64,53.03,0,9.29,0.55,11.48,16.4,0.55,1.64,0,9.84,4.92,1.09,0,0.55,0.55,0,2.73
