stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,159.37,0,0,0,0,0,0,0,8.17,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,9.63,3.21,7.49,0,0,0,0,0,0,0,0,0,3.21,23.54,4.28,14.98,0,0,0,1274.12,40.65,5.35,4.28,22.47,0,0,11.77,11.77,18.19,5.35,0,0,0
21Day,5.35,0,0,37.48,0,6.69,0,0,2.68,0,0,0,0,5.35,1.34,2.68,9.37,6.69,20.08,0,4.02,1.34,417.62,21.42,0,6.69,6.69,24.09,0,10.71,1.34,12.05,1.34,0,0,8.03
3Month,0,1.92,0.32,13.12,0,0,0,0,1.28,0,0,12.48,0.64,0.64,2.24,0.32,4.16,0.64,3.84,0,0.32,0.32,1.28,0,1.6,0.64,0.32,0,7.68,8.64,0,0,0.96,0.32,1.6,4.48
22Month,0,1.09,1.64,4.37,0.55,0,0.55,1.64,2.19,14.21,0,68.33,1.09,0.55,6.01,0.55,2.19,3.28,5.47,0.55,1.09,0,3.28,0,3.28,1.09,0,0,27.33,46.47,1.09,0,0,0.55,0,1.09
