stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,24.52,0,110.33,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,12.26,36.78,208.41,0,0,0,0,24.52,1360.77,0,0,0,16.35,0,0,0,0,4.09,0,0,0
72hpf,8.56,4.28,0,10.7,7.49,4.28,0,0,0,0,0,0,0,0,0,0,0,3.21,38.51,0,51.35,0,2.14,2.14,0,71.68,157.26,2.14,0,0,81.3,0,0,48.14,0,3.21,0,0,0
21Day,5.35,1.34,0,9.37,0,0,0,0,0,0,0,0,0,0,0,2.68,5.35,0,4.02,0,16.06,0,0,2.68,0,18.74,14.72,0,1.34,0,9.37,0,0,6.69,2.68,1.34,0,0,1.34
3Month,1.92,8.96,0,48.63,1.28,0,1.28,0.64,0.32,1.28,1.92,0,0,23.36,5.12,1.28,4.48,3.2,22.72,5.44,27.84,1.92,0,4.8,2.56,2.56,1.92,3.84,0.96,0,2.56,2.56,191.01,2.88,0,0,10.88,63.67,3.52
22Month,0,7.65,1.64,19.68,0,0,0,0,0,1.09,2.19,3.83,0,19.13,3.28,1.64,3.28,1.09,3.83,7.65,16.95,0.55,1.64,2.19,0,2.19,1.09,2.19,1.09,0.55,0,0.55,24.05,3.83,0,0,0.55,0.55,3.83
