stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.16,0,0,0,61.3,216.58,0,0,0,12.26,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,4.28,2.14,0,0,1.07,0,0,0,0,0,0,0,2.14,6.42,2.14,7.49,0,0,0,36.37,21.4,0,0,0,22.47,0,0,1.07,0,0,0,0
21Day,16.06,0,0,20.08,2.68,1.34,0,0,0,2.68,0,13.39,0,6.69,1.34,0,4.02,1.34,9.37,0,0,5.35,17.4,2.68,0,0,0,20.08,1.34,0,4.02,0,0,0,0
3Month,0,2.88,0.32,9.28,0,0,0,0,0.32,1.6,22.4,10.24,1.6,0.32,3.2,0,1.6,9.92,10.24,0.32,0,3.52,0.32,0.32,0.32,0.32,0,0.32,0.96,5.12,0,0,0.32,4.8,2.24
22Month,0,10.93,1.09,8.75,0,0,0.55,0,1.64,5.47,13.67,59.59,2.19,1.64,5.47,0.55,1.09,2.73,16.4,0,1.09,1.09,2.19,0,1.09,2.19,2.19,4.37,1.09,4.92,1.09,0.55,0,0,3.28
