stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,4.09,0,0,0,0,4.09,805.02,20.43,12.26,0,0,0,0,4.09,93.99,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,4.28,3.21,0,5.35,4.28,0,0,0,0,0,0,0,0,0,0,1.07,788.44,0,4.28,0,1.07,0,0,96.28,17.12,0,1.07,0,8.56,1.07,0,2.14,0,0,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,0,0,6.69,1.34,0,0,0,2.68,0,4.02,0,0,4.02,0,76.3,2.68,0,2.68,0,2.68,8.03,1.34,1.34,2.68,0,0,0,0
3Month,0,0.64,0.32,30.4,0,0.96,0.32,0.32,0.96,0,0,16,1.28,0,2.56,0.96,1.28,0.96,3.2,0.96,0,0.96,0.64,0.96,0,0,0,0,0,5.44,34.87,0.32,0,0.32,0.96,9.6,1.6
22Month,0,0.55,0,8.2,0,1.64,0.55,0.55,8.2,28.97,0,61.77,2.19,0.55,6.56,0,0.55,4.37,11.48,0,3.83,1.64,0,2.19,0,1.09,1.09,0.55,0,3.28,8.2,1.09,0,0,0,0,0.55
