stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,77.64,0,0,0,0,8.17,498.54,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,13.91,3.21,9.63,0,0,0,0,0,0,0,0,1.07,0,8.56,23.54,0,32.09,0,0,1.07,0,164.75,99.49,0,1.07,33.16,2.14,0,10.7,0,0,2.14,0,0,0
21Day,8.03,0,1.34,42.83,0,20.08,0,9.37,0,0,1.34,0,1.34,1.34,25.43,4.02,1.34,10.71,8.03,48.19,0,0,5.35,0,70.94,46.85,2.68,1.34,13.39,6.69,0,12.05,0,4.02,0,1.34,0,9.37
3Month,0.64,5.76,1.6,37.11,0.96,0,0.64,0.64,0.32,3.2,11.52,0.32,51.83,9.6,1.92,13.76,3.84,15.04,9.92,18.56,2.56,0.32,2.56,4.8,2.24,0.64,1.28,2.88,1.28,1.92,12.8,1.6,0,0,0.64,4.16,10.88,9.6
22Month,0.55,4.37,1.64,14.21,0,0,1.64,0.55,0,1.64,13.12,5.47,73.25,7.65,5.47,19.13,0.55,3.83,8.75,13.67,1.09,2.73,2.73,0,1.09,0,2.19,1.64,0,0,2.19,1.09,1.09,0,0.55,0.55,0,7.65
