stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,1.34,2.68,1.34,0,1.34,0,0,0,0,0,13.39,0,0,2.68,1.34,6.69,0,0,0,0,2.68,1.34,0,0,1.34,4.02,0,0,0,1.34,0,0,45.51
3Month,0,0.64,0.32,8,0,0,0.96,0,0.64,1.92,0,8.96,4.16,8,4.16,0.64,3.2,8.96,5.44,1.6,0,0.32,0.64,0.32,0,0.32,0,0,0.64,4.8,0,0,0,0.64,0.64,309.39
22Month,0.55,1.09,0,7.11,0,0,2.19,0,1.09,8.75,1.64,35.53,2.19,3.83,3.83,0.55,1.64,13.67,5.47,0,1.64,0.55,0.55,0,0,1.09,0.55,0,2.19,0,1.09,1.09,0,0,0,379.92
