stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,28.6,0,0,0,0,0,0,4.09,0,0,0,0,0,0,12.26,36.78,0,0,0,0,8.17,306.48,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,1.07,0,0,0,0,0,0,0,0,0,4.28,8.56,0,7.49,0,0,0,1.07,23.54,43.86,0,2.14,0,4.28,3.21,0,4.28,0,1.07,0,0,0
21Day,6.69,0,0,18.74,1.34,13.39,5.35,0,0,0,0,0,1.34,12.05,0,1.34,2.68,2.68,36.14,0,0,1.34,0,21.42,28.11,0,0,0,9.37,2.68,0,5.35,2.68,2.68,0,0,1.34
3Month,0,0.32,0.32,6.08,0,0,0.64,1.92,0.96,0,0,7.36,1.6,0.32,2.88,1.28,2.56,1.28,5.12,0.32,0,0.32,0.32,0,0.32,0,0,0,0,0.64,24,0,0,0,1.92,2.24,1.6
22Month,0,2.73,1.09,2.73,0,0,0.55,0.55,2.73,2.73,0,90.2,2.19,4.37,7.65,0.55,0,6.56,3.83,0,0.55,0.55,0,1.09,0,0.55,1.64,2.19,0,0,3.83,0,0,0,0,0,0.55
