stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,1.07,0,2.14,0,0,0,0,0,0,2.14,0,0,3.21,0,0,0,0,0,0,12.84,9.63,0,0,0,3.21,0,0,1.07,0,0,0,0,0
21Day,1.34,1.34,1.34,42.83,1.34,10.71,0,2.68,0,0,0,0,1.34,0,131.18,0,0,16.06,16.06,4.02,0,0,2.68,0,12.05,10.71,0,0,0,2.68,6.69,0,0,2.68,1.34,0,0,195.43
3Month,0.32,0,1.28,30.08,0,0,0.96,0,0,2.56,1.6,0,8.64,23.68,15.68,4.16,0.96,4.8,9.92,6.72,0.96,0.32,1.6,0.96,0,0,1.28,0.32,0,1.28,1.28,26.88,0,0,0.32,1.6,38.71,208.29
22Month,0,1.09,1.09,21.87,0,0,0.55,1.09,0.55,1.09,9.29,3.28,63.41,6.56,19.13,4.37,1.09,0.55,7.11,7.11,0,1.64,2.73,0,1.09,1.09,1.09,0.55,1.09,1.64,1.09,6.56,0,0,0,0.55,0,140.49
