stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,1.34,1.34,0,4.02,0,0,0,0,0,0,0,0,9.37,0,0,1.34,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,0,1.34,0,0,44.17
3Month,0,0.64,0,9.28,0.32,1.92,0,1.28,4.16,0,15.36,3.84,2.88,6.08,0.96,3.84,5.44,4.16,0.32,0,0.32,1.92,0,0.32,1.92,0,0,1.6,6.72,0,0,2.56,2.88,338.19
22Month,2.73,3.28,2.19,9.29,0.55,0,0.55,0.55,5.47,2.19,25.15,1.09,3.83,3.28,0,1.64,4.92,6.56,0.55,2.19,0.55,0,0,0.55,0,1.09,0,1.09,0.55,1.09,0,0.55,0,195.7
