stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,12.26,0,0,0,12.26,73.56,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,3.21,0,9.63,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,18.19,0,5.35,1.07,0,0,118.75,28.88,0,0,4.28,1.07,0,1.07,1.07,1.07,0,0,0,0
21Day,0,4.02,0,26.77,4.02,4.02,0,0,2.68,0,0,4.02,0,0,2.68,1.34,10.71,0,4.02,0,0,0,53.54,14.72,0,0,5.35,1.34,0,1.34,1.34,2.68,0,0,0,0
3Month,0,8.96,0.32,45.11,0.32,0,0,0.32,7.36,1.28,0,5.12,0.96,0.32,3.2,5.76,3.52,1.28,2.88,0,10.56,0.96,7.68,0,1.92,0.32,0,1.28,7.36,0.64,0,0,0.32,0.32,6.4,0.96
22Month,0,7.11,2.73,15.31,0,0,0.55,0,5.47,1.09,7.65,11.48,0,0,3.83,4.37,0.55,2.19,1.09,1.09,4.37,0,3.28,0.55,1.09,0.55,0.55,0,0.55,0,0.55,0,0,0,0,0
