stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,49.04,0,89.9,0,0,0,4.09,0,0,0,0,0,0,0,0,8.17,40.86,65.38,65.38,0,0,0,0,40.86,314.65,0,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,8.56,2.14,0,21.4,2.14,2.14,0,4.28,0,0,0,0,0,0,1.07,0,13.91,71.68,9.63,66.33,0,0,4.28,0,60.98,197.91,0,4.28,0,72.75,1.07,0,0,29.95,0,1.07,0,0,0
21Day,30.79,8.03,1.34,100.39,1.34,18.74,0,14.72,0,2.68,2.68,4.02,5.35,6.69,22.76,10.71,18.74,28.11,30.79,144.56,0,0,9.37,0,28.11,87,1.34,0,0,69.6,5.35,0,2.68,2.68,1.34,5.35,0,0,14.72
3Month,2.24,25.92,13.12,378.5,1.28,0,3.2,5.76,0.64,162.53,51.19,0.64,458.81,67.19,12.48,312.91,33.27,59.83,165.09,67.19,11.2,0.32,67.83,16.32,11.52,2.24,31.36,7.04,0,1.92,8.64,0.64,319.31,2.56,0.32,0.96,17.28,118.7,67.51
22Month,2.73,24.6,10.39,103.86,0,0,5.47,3.83,0,41,85.28,54.12,637.95,36.63,14.21,136.66,9.84,13.67,115.89,52.48,2.19,9.84,22.96,0,4.92,0,22.41,7.65,3.28,3.28,3.28,0,73.25,6.01,1.64,0,3.28,0.55,34.44
