stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,12.26,4.09,36.78,0,0,0,0,4.09,212.49,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,3.21,0,0,0,0,0,0,0,0,0,0,5.35,11.77,0,7.49,0,0,0,0,44.93,27.81,0,0,5.35,0,0,1.07,1.07,0,0,0
21Day,5.35,0,4.02,37.48,1.34,2.68,0,1.34,0,0,0,0,1.34,0,0,2.68,4.02,6.69,6.69,5.35,0,0,2.68,0,8.03,6.69,1.34,0,2.68,2.68,0,0,2.68,0,0,0
3Month,0,0.32,1.6,52.79,0.96,0,0,0,7.04,0.64,0,0,63.67,1.6,0,20.16,1.6,13.76,3.2,0.64,0.32,0.64,4.16,1.28,2.24,0,3.2,0.32,0,2.24,15.04,0,0,0,5.12,1.28
22Month,0,1.09,6.01,12.57,0,0,0.55,0,2.73,3.83,16.4,0,125.73,0.55,1.64,41.55,0,4.92,3.83,2.19,0,7.65,1.09,0,1.09,0,1.64,0,0,0,1.09,0,0,0.55,0,0.55
