stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,4.09,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,6.42,0,36.37,2.14,0,1.07,0,0,0,0,0,3.21,1.07,20.33,5.35,0,0,2.14,222.52,8.56,8.56,3.21,26.74,1.07,0,3.21,8.56,17.12,2.14,0,0,0
21Day,8.03,10.71,12.05,25.43,9.37,1.34,5.35,0,4.02,1.34,4.02,10.71,5.35,6.69,22.76,65.59,0,0,49.53,333.29,10.71,12.05,12.05,42.83,10.71,1.34,4.02,16.06,18.74,4.02,0,0,4.02
3Month,0.32,4.16,5.76,1.28,0,0,6.4,0,4.48,0.64,0,8.64,0.32,0,5.12,8,0.96,0,1.28,1.92,0.32,7.36,0.32,9.28,0,2.24,0,0.32,0,0.32,0,0.32,1.28
22Month,0,4.92,3.83,0,0,0.55,4.92,0.55,10.93,0,0,4.92,0,0.55,4.92,7.11,0,0.55,0,2.73,0,5.47,0,1.64,0,1.64,0,0,0,0,0.55,0,0
