stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,20.43,0,0,0,0,4.09,371.86,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,3.21,3.21,0,2.14,0,1.07,0,0,0,0,0,0,0,1.07,0,6.42,0,1.07,34.23,3.21,66.33,0,0,0,0,16.05,16.05,1.07,0,33.16,0,0,0,0,0,0,0,0
21Day,0,2.68,0,17.4,0,2.68,0,4.02,0,0,0,0,0,0,0,6.69,2.68,0,38.82,1.34,84.33,0,0,0,0,4.02,2.68,0,0,20.08,0,0,0,1.34,1.34,0,0,1.34
3Month,0.32,37.43,0,24.64,0,0,0.64,0,1.6,0.32,0.64,0.64,0,3.2,2.56,1.92,2.88,0.96,9.6,0,32.31,0,0,0.96,0.32,3.52,0,1.28,0.64,0.64,0.32,19.2,0,0,7.36,1.6,3.84,2.88
22Month,0.55,56.31,0.55,18.59,0,0,0.55,0,0.55,1.64,1.64,5.47,0,22.41,1.09,3.28,0.55,0.55,15.85,2.73,88.56,0.55,1.09,2.19,0,2.19,0,3.28,2.73,0,1.09,18.59,0.55,0,1.64,8.75,0,0.55
