stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,20.33,1.07,0,0,18.19,0,0,1.07,0,0,1.07,0,0,0
21Day,1.34,0,0,12.05,65.59,0,0,0,0,0,0,1.34,1.34,0,6.69,1.34,87,1.34,0,2.68,93.7,9.37,0,0,139.21,1.34,0,1.34,1.34,1.34,0,0,0,0
3Month,0,0.96,0.64,10.88,0,1.28,1.92,0.96,13.44,27.2,4.16,0,5.44,1.92,3.2,3.84,317.07,75.19,0.64,1.28,0.32,0.32,0.64,0.64,3.52,1.28,0.64,26.24,0,0,0,12.16,6.72,1.6
22Month,0,1.64,0,1.09,0,1.09,0.55,0,1.09,21.87,1.64,0,2.19,0,0,0,75.44,4.37,1.09,0,0,0,0,0,0,0,0,25.15,0,0,0,0,0,0
