stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,20.43,4.09,20.43,44.95,0,0,0,16.35,12.26,363.69,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,11.77,29.95,0,0,0,0,0,0,0,0,0,0,1.07,0,8.56,7.49,1.07,11.77,0,3.21,0,6.42,36.37,44.93,0,0,8.56,1.07,0,54.56,0,0,0,0,0,0
21Day,16.06,0,0,60.23,20.08,6.69,0,6.69,0,0,2.68,0,0,0,2.68,5.35,2.68,5.35,26.77,0,37.48,0,1.34,1.34,5.35,16.06,25.43,0,0,12.05,6.69,1.34,18.74,0,4.02,4.02,1.34,0,1.34
3Month,0.32,1.28,3.52,106.86,8.32,0,0.32,1.28,0.64,2.56,11.2,0.32,0,44.47,5.76,0.64,8.64,31.67,8.32,5.12,6.4,2.24,0,2.56,16.64,13.44,0.32,1.6,2.24,0.96,3.2,33.59,0.64,0.32,0,3.2,1.92,847.23,9.6
22Month,0,3.28,0.55,79.81,2.19,0,1.09,0.55,0.55,1.09,9.29,10.39,0,63.96,0.55,1.64,3.83,13.67,4.92,8.2,19.68,0,4.37,0.55,1.09,9.29,0.55,2.73,3.83,1.09,0.55,22.96,2.73,0.55,0,0.55,0,2.73,1.64
