stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,73.56,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,4.28,8.56,0,1.07,0,0,74.89,35.3,0,2.14,13.91,0,0,4.28,1.07,0,1.07,0,0
21Day,5.35,0,0,10.71,0,6.69,0,2.68,0,0,0,0,1.34,8.03,0,0,1.34,30.79,10.71,0,0,1.34,0,32.12,17.4,0,0,1.34,2.68,4.02,0,0,2.68,1.34,0,9.37
3Month,0,0.64,0,17.28,0,0,0.64,0,0.64,3.52,0,13.44,2.56,3.84,7.68,0,7.68,187.81,10.24,2.24,0,1.92,0.96,0.96,0.32,2.24,0.96,0,1.28,29.12,0.96,0,0,0,8.96,27.84
22Month,0,0,1.64,8.2,0,0,0.55,0,1.09,8.75,2.73,34.44,2.19,4.92,7.65,1.09,1.64,150.88,22.96,0,1.09,1.64,0,1.09,0,0,1.64,0.55,1.09,28.97,0.55,0,0,0,0,29.52
