stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,4.09,4.09,0,0,0,0,4.09,833.63,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,48.14,7.49,0,23.54,4.28,29.95,0,0,0,0,0,0,0,2.14,0,6.42,48.14,7.49,44.93,0,2.14,2.14,1.07,314.52,194.7,3.21,2.14,15574.02,0,0,27.81,3.21,0,3.21,0,0,0
21Day,12.05,8.03,1.34,42.83,1.34,16.06,0,0,0,0,0,2.68,0,5.35,5.35,2.68,45.51,9.37,57.56,0,0,8.03,0,54.88,24.09,0,2.68,5213.59,36.14,0,4.02,8.03,6.69,0,0,0,2.68
3Month,0,1.28,0.96,8.64,0,0,0,1.6,3.84,0,0,16.64,3.84,0,5.44,1.28,5.76,5.76,8.32,0.96,0,1.6,2.56,0,0,1.28,6.4,448.89,0.64,9.92,0,0,0,0.64,0.96,0.96,1.6
22Month,0,2.73,0,7.65,0,0,0.55,0.55,7.65,2.73,0,131.2,1.64,1.64,10.39,0,2.19,3.28,25.69,0,4.92,1.09,0,0,0,0,2.19,21.87,0,16.4,1.64,1.09,0,0,0,0,0
