stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,6.42,0,4.28,3.21,5.35,0,0,1.07,0,0,0,0,0,2.14,11.77,0,5.35,0,0,0,0,621.55,20.33,1.07,2.14,5.35,0,0,5.35,0,1.07,1.07,0,0,0
21Day,0,0,0,12.05,6.69,26.77,0,0,1.34,0,1.34,1.34,4.02,4.02,0,8.03,4.02,28.11,0,0,0,0,591.63,24.09,1.34,6.69,4.02,18.74,0,8.03,2.68,2.68,2.68,0,0,4.02
3Month,0,1.6,1.28,18.56,0,0,0.32,1.28,5.44,0,20.8,2.88,1.6,6.4,1.28,5.44,3.2,10.88,0.96,0,5.44,0.96,13.12,0.64,4.48,2.24,0,2.24,17.6,0.96,0.32,0,0,0.64,9.28,7.04
22Month,0,5.47,2.73,9.29,0,0,0.55,2.19,19.68,1.64,115.34,2.19,2.73,7.11,0,1.09,12.03,10.39,0.55,2.73,1.64,0,30.61,0.55,4.92,0.55,0,0,11.48,6.56,0,0,0,0,0,4.37
