stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,4.09,0,0,0,0,0,0,98.07,0,0,0,0,8.17,4.09,0,0,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,0,0,25.67,1003.46,8.56,0,0,0,0,0,0,0,0,0,0,5.35,50.28,0,7.49,0,0,0,0,93.07,19.26,3.21,0,5.35,0,0,0,5.35,0,0,0,0
21Day,4.02,1.34,1.34,60.23,1284.99,13.39,0,2.68,0,14.72,0,0,2.68,0,1.34,4.02,32.12,99.05,6.69,14.72,0,222.2,5.35,1.34,49.53,13.39,0,0,10.71,40.16,0,5.35,1.34,4.02,0,0,4.02
3Month,0,5.12,4.48,84.47,2732.05,0,1.92,0.32,3.84,14.4,0,0,51.19,19.52,0.64,22.4,8.64,106.54,8.64,23.36,9.6,0.96,3.84,5.44,30.4,2.56,3.52,1.6,0.96,26.88,1.28,56.95,1.92,0,6.08,14.4,12.8
22Month,0.55,2.73,2.19,12.57,778.98,0,0,0,2.19,2.19,8.2,0,19.68,2.19,0,4.92,7.11,24.05,4.37,7.65,0,1.64,0.55,0,6.56,0,3.28,0.55,1.09,0.55,0,3.83,7.65,0,0.55,0,0.55
