stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,8.17,0,0,69.47,192.06,4.09,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,8.56,0,1.07,0,0,0,4.28,0,0,0,1.07,0,14.98,19.26,0,3.21,0,0,2.14,0,27.81,9.63,0,0,0,2.14,0,0,0,2.14,1.07,0,0,0,0
21Day,4.02,1.34,2.68,58.9,0,1.34,0,8.03,2.68,16.06,0,0,8.03,8.03,1.34,6.69,45.51,8.03,4.02,0,0,12.05,1.34,13.39,6.69,0,0,0,0,5.35,0,0,1.34,1.34,1.34,0,0,22.76
3Month,1.28,6.4,2.88,277.72,0.32,0,1.28,7.04,9.92,554.15,0,58.87,225.56,16.96,14.4,11.2,27.52,54.07,10.24,1.6,0.32,1.92,9.28,2.24,0.32,3.2,0.32,0,0.96,7.68,0.64,13.76,0.64,0,0,8,7.36,150.38
22Month,0,11.48,2.19,66.69,0,0,6.56,13.12,42.64,941.89,2.73,100.58,252.55,43.73,13.67,8.75,11.48,118.62,15.85,0,2.19,0.55,1.64,1.64,1.09,2.19,2.19,2.73,0,3.28,0,7.65,2.73,1.09,0,2.19,0,113.7
