stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,3.21,0,0,0,0,0,0,0,0,0,0,4.28,0,3.21,0,0,0,0,36.37,17.12,0,0,9.63,2.14,0,5.35,9.63,0,1.07,2.14,0,0,0
21Day,1.34,0,0,2.68,2.68,4.02,0,0,0,0,0,0,0,0,0,0,4.02,0,14.72,0,0,2.68,0,21.42,4.02,1.34,0,6.69,5.35,0,33.46,4.02,0,4.02,2.68,1.34,5.35,1.34
3Month,1.28,7.36,6.4,81.59,1.28,0,2.88,0.32,14.4,24.64,0,127.34,31.36,2.24,39.03,13.12,26.56,19.52,34.87,7.04,0.96,7.68,16.96,8.64,0.64,9.92,5.44,2.24,28.48,0.32,3051.36,6.4,0.64,0,1.28,19.2,5455.14,20.16
22Month,0.55,6.56,1.64,7.11,0,0,1.64,0,1.64,2.19,0.55,19.13,1.09,0.55,8.2,0,2.73,3.28,18.04,0,3.28,0.55,1.09,0,0,1.64,1.64,1.09,0.55,0,255.29,3.28,1.09,0,0,1.09,15.85,0.55
