stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,24.52,4.09,4.09,8.17,0,0,0,4.09,0,690.6,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,13.91,57.77,3.21,0,0,0,0,0,0,0,0,0,1.07,8.56,0,2.14,0,1.07,0,0,36.37,83.44,0,0,0,6.42,0,0,80.23,1.07,0,1.07,0,0,0
21Day,0,0,0,21.42,22.76,0,0,0,0,0,0,1.34,0,2.68,0,0,1.34,0,2.68,0,0,0,1.34,4.02,18.74,0,0,0,0,1.34,1.34,18.74,0,1.34,0,0,0,0
3Month,0,1.28,0.32,364.1,8.32,0,1.92,1.28,1.6,0.32,0,14.72,5.12,0,5.44,21.12,3.84,4.16,4.16,0.32,0,0.96,6.72,12.8,0.96,0.64,0.32,0,0,1.6,3.2,3.2,0.32,0,5.12,0.64,2.56,2.24
22Month,0,2.19,0,256.93,2.73,0,1.09,0,0.55,1.09,0,20.23,1.09,0.55,1.64,3.83,1.64,2.19,7.65,0,1.09,2.19,4.37,3.28,4.37,1.09,0.55,1.64,0,0,3.28,6.56,0,0,1.64,0,0.55,0
