stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.94,0,0,0,0,20.43,167.54,0,0,0,28.6,0,0,0,0,0,0,0,0,0
72hpf,24.61,19.26,0,27.81,2.14,6.42,0,0,0,0,0,0,0,0,0,0,1.07,29.95,0,307.03,0,0,3.21,0,34.23,26.74,0,1.07,0,420.43,0,0,2.14,0,1.07,5.35,0,0,0
21Day,58.9,5.35,1.34,48.19,1.34,9.37,0,0,0,2.68,1.34,0,1.34,0,1.34,1.34,0,38.82,2.68,297.15,1.34,0,32.12,0,9.37,13.39,1.34,16.06,0,186.06,9.37,0,0,2.68,2.68,1.34,1.34,0,4.02
3Month,1.92,22.72,2.56,16.64,0.32,0,0,1.6,0.96,11.84,3.2,0,5.76,1.92,0,5.44,5.76,10.56,1.28,86.07,22.08,0,4.16,0.32,0.32,0.64,0,7.36,0,11.2,0.64,13.76,0.32,0,0,0.96,1.92,1.28,1.6
22Month,0,32.8,1.09,31.16,0,0,1.64,1.64,0.55,14.21,4.92,198.98,25.15,1.64,0,4.37,1.09,4.37,6.01,208.28,2.73,1.09,3.83,0,0,0.55,1.09,6.01,2.73,13.12,0.55,14.76,0.55,1.09,0,0,1.09,0,1.09
