stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,4.09,8.17,0,0,0,0,0,0,0
72hpf,7.49,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,4.02,0,0,1.34,0,0,0,0,0,2.68,0,1.34,1.34,0,0,0,2.68,0,0,0,0,1.34,0,0,0,0,0
3Month,2.56,0,2.56,7.04,0.64,0.32,0.32,8,0.64,0,4.48,0,1.6,8.32,1.92,0.32,1.92,0.32,0,0.64,0.32,0,0,3.52,2.56,0.32,0.64
22Month,1.09,1.09,3.83,0.55,0,0,1.64,9.84,0,0,2.19,0,0,3.28,1.09,0,1.09,0,0,0,0,0,0.55,0,0,0,0
