stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,8.17,0,175.72,0,0,0,0,0,0,0,69.47,0,0,0,0,40.86,20.43,4.09,16.35,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,62.05,0,0,23.54,2.14,3.21,0,0,0,0,0,0,0,0,0,0,48.14,40.65,1.07,2.14,0,0,2.14,9.63,12.84,10.7,0,0,1.07,0,0,3.21,0,1.07,0,0,0
21Day,29.45,0,0,30.79,0,6.69,0,1.34,1.34,1.34,0,0,0,0,2.68,0,54.88,6.69,0,4.02,0,0,4.02,4.02,5.35,6.69,0,0,2.68,0,0,0,1.34,0,0,0,2.68
3Month,3.52,0.96,0.32,113.26,0,0,0.64,0.32,1.28,1.6,0,0,8.96,2.88,0,3.52,43.51,6.4,2.24,1.92,0.32,0,0.32,149.42,0,0,0.32,0,0.32,1.6,4.8,0,0,0,0.32,6.4,0.64
22Month,1.64,0,0,52.48,0,0,0,0,0.55,0.55,0.55,0,15.85,0.55,0,1.64,15.31,2.19,1.09,1.64,0,0.55,0,15.31,0,0,0,1.09,0,0.55,6.56,0,0,0,1.09,0,0
