stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,44.95,0,0,0,0,0,0,0,0,0,4.09,32.69,24.52,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,7.49,1.07,0,0,0,0,0,0,0,0,1.07,124.1,0,1.07,0,0,0,0,4.28,4.28,0,2.14,0,0,1.07,0,0,0,0
21Day,1.34,0,0,194.09,6.69,0,0,2.68,0,0,0,1.34,0,2.68,72.28,2.68,2.68,0,0,0,0,6.69,4.02,0,1.34,10.71,0,0,1.34,0,0,1.34
3Month,0,2.88,0.32,176.61,0,1.28,3.2,7.68,0,8.96,1.6,0,5.12,1.6,172.45,5.44,2.88,0.64,0.32,1.28,1.28,0.32,0,0.32,0,4.16,6.08,0,0,0.64,2.56,1.28
22Month,0,0.55,0,22.96,0,0.55,0,2.73,12.03,6.56,0,0,1.09,1.09,24.05,3.28,0.55,0,0.55,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0
