stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,8.17,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,25.67,7.49,0,2.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,4.28,0,26.74,1.07,0,8.56,9.63,0,0,0,4.28,2.14,0,2.14,0,0,0,0,0
21Day,68.27,0,0,2.68,0,0,0,2.68,0,0,0,0,0,2.68,0,0,0,0,10.71,0,18.74,0,0,4.02,0,8.03,9.37,1.34,0,0,8.03,1.34,0,0,0,0,0,0,0
3Month,7.04,8.96,3.52,29.12,7.68,0,4.48,0.64,0.32,3.52,11.52,0,0,3217.73,10.56,0.32,19.2,6.08,9.92,7.04,53.43,20.16,3.2,14.08,7.36,7.36,0.32,2.56,6.4,0,0.96,21.44,44.47,0.64,0,0.32,6.72,7.68,6.4
22Month,3.83,49.75,15.85,72.16,0,0,28.97,2.73,0.55,14.21,25.15,48.11,0,15644.71,9.84,4.92,41.55,7.65,6.56,27.33,236.15,6.01,286.99,18.59,1.64,7.65,4.37,6.01,10.93,16.4,0.55,7.11,26.79,3.83,11.48,0.55,1.09,0,9.29
