stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1654.99,0,0,147.11,0,4.09,0,0,0,0,0,0,167.54,0,0,0,12.26,4.09,16.35,12.26,16.35,0,0,0,0,4.09,93.99,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,2043.3,3.21,0,126.24,10.7,6648.75,0,12.84,0,0,1.07,1.07,0,0,0,2.14,4.28,34.23,117.68,8.56,100.56,0,3.21,2.14,0,331.64,127.31,0,3.21,102.7,2.14,1.07,26.74,4.28,3.21,2.14,0,0,0
21Day,1025.32,2.68,2.68,215.5,10.71,5520.11,0,306.52,0,0,2.68,0,0,10.71,5.35,24.09,127.16,14.72,54.88,37.48,251.64,0,0,12.05,1.34,115.11,53.54,1.34,4.02,44.17,101.73,1.34,21.42,8.03,36.14,6.69,0,0,13.39
3Month,12.16,0.64,0.96,54.39,3.52,0,47.03,4.48,0.64,3.52,4.16,5.12,0,14.08,2.56,0.32,36.79,1.28,6.4,6.4,95.02,30.72,0,11.84,1.92,3.84,0.32,0.64,1.92,2.24,1.6,105.58,2.56,0,0,2.56,1.92,23.68,3.52
22Month,10.39,4.37,1.09,21.87,4.92,0,32.8,1.09,1.09,1.64,6.56,3.28,0,102.22,4.37,0.55,85.28,0,4.37,4.92,50.84,2.73,2.73,13.12,0.55,4.92,0.55,0,0,1.09,0,18.04,1.64,0,0,1.09,0.55,0,0.55
