stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1144.19,12.26,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,8.17,249.27,0,0,0,0,0,257.44,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,683.6,7.49,0,4.28,1.07,4.28,0,0,0,0,0,0,0,0,0,0,2.14,3.21,0,12.84,0,0,0,0,63.12,23.54,0,0,6.42,1.07,0,4.28,0,0,0,0,0,0
21Day,559.51,2.68,1.34,13.39,0,14.72,0,1.34,0,1.34,1.34,0,0,2.68,6.69,2.68,1.34,6.69,4.02,37.48,0,0,18.74,0,29.45,13.39,0,0,12.05,8.03,2.68,2.68,2.68,4.02,4.02,0,0,1.34
3Month,37.75,2.24,0.32,20.8,0.32,0,0.32,1.6,0.96,3.52,0,0,23.36,3.2,0.96,4.8,1.28,2.88,2.88,9.6,1.28,0.32,8.64,1.28,1.28,0.64,4.48,0,0.64,1.6,6.72,0.32,0.64,0,0.32,2.24,0.64,2.88
22Month,32.25,9.29,1.64,13.67,0,0,2.19,1.64,4.37,10.93,5.47,0,187.5,7.11,4.92,19.68,0.55,3.83,11.48,28.43,1.09,2.73,20.77,0,1.09,0.55,15.31,1.09,1.09,0,2.73,8.2,1.09,0,0.55,0.55,0,5.47
