stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,3.21,0,13.91,0,0,0,0,90.93,4.28,0,0,7.49,0,0,1.07,0,10.7,0,0,0
21Day,1.34,0,0,2.68,0,2.68,0,1.34,0,0,0,0,0,0,0,1.34,0,4.02,0,101.73,0,0,0,0,30.79,4.02,0,1.34,42.83,2.68,0,0,0,16.06,0,0,0
3Month,0.32,4.48,0.64,16.64,0.32,0,1.6,0.64,1.6,4.16,30.08,0.96,21.76,8.64,0.64,8.64,2.88,5.76,12.48,569.51,363.78,0.32,4.16,0.64,21.44,0,2.56,1.28,0,2.24,24.64,0.96,0.32,47.99,3.52,10.88,4.8
22Month,1.64,7.11,2.19,7.65,0,0,4.92,0,2.19,0.55,15.85,2.19,57.95,2.19,1.09,7.11,0.55,2.73,12.57,945.71,42.64,4.37,2.73,0.55,11.48,1.09,1.09,1.64,1.09,0.55,16.4,1.64,0.55,13.67,1.09,0,3.28
