stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,0,4.09,12.26,0,0,0,4.09,0,53.12,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,7.49,4.28,5.35,0,0,0,0,0,0,0,0,0,0,0,4.28,99.49,1.07,140.14,0,0,0,0,9.63,8.56,0,0,0,1.07,0,0,2.14,0,0,0,0,0,0
21Day,0,0,8.03,0,4.02,0,0,0,0,0,0,0,4.02,0,0,0,0,2.68,0,64.25,0,0,0,0,12.05,0,0,0,0,2.68,2.68,0,0,0,1.34,0,0,0,0
3Month,0.64,2.56,13.12,0.32,0,0,0,0.32,1.6,4.8,0,0,19.52,5.76,0.64,4.48,1.28,5.12,4.16,5.44,2.24,0,1.6,2.24,0.64,0,1.28,0.32,0,1.28,0.64,29.76,0.32,0,0,0.32,3.52,1.6,3.84
22Month,1.09,20.23,24.05,0,0,0.55,1.09,0.55,4.92,17.49,7.11,0,168.37,6.01,2.19,22.41,1.64,6.01,21.32,22.96,1.64,3.28,3.83,0.55,1.64,0,4.37,2.19,1.09,0.55,0,1.64,0.55,0.55,0,0,3.83,0,6.56
