stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,14.98,2.14,2.14,0,0,0,0,0,0,0,0,0,3.21,70.61,0,0,0,0,0,0,9.63,10.7,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,5.35,0,2.68,93.7,6.69,1.34,0,1.34,2.68,1.34,0,1.34,0,2.68,4.02,6.69,56.22,8.03,16.06,0,0,9.37,0,5.35,8.03,0,0,0,6.69,1.34,0,0,0,1.34,1.34,0,0,6.69
3Month,0,5.12,8,104.3,1.6,0,2.56,0.64,60.15,8.32,0.64,119.34,11.84,2.24,57.27,7.04,15.04,18.24,10.24,2.88,0,45.43,4.8,1.28,0,8.32,0.64,0,0.64,4.48,0.32,4.48,0.64,0,0,2.88,3.84,24.64
22Month,1.64,18.04,12.03,143.22,0,0,3.83,1.09,54.67,19.13,69.43,875.74,7.65,3.28,89.1,3.83,25.69,21.87,30.07,1.09,14.76,9.84,0,1.64,0.55,5.47,0.55,3.83,0.55,1.09,0,3.28,6.56,1.09,0,2.19,0,12.57
