stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,28.6,0,0,0,0,12.26,0,4.09,0,0,0,0,0,0,498.54,65.38,0,0,0,0,12.26,412.73,4.09,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,3.21,0,0,0,9.63,0,0,0,0,1.07,0,0,2.14,43.86,2.14,0,0,0,0,54.56,31.02,0,0,5.35,0,0,0,5.35,0,0,0,0,0
21Day,16.06,1.34,0,24.09,18.74,0,6.69,0,135.19,0,0,2.68,113.78,186.06,4.02,1.34,16.06,323.93,36.14,0,0,5.35,0,29.45,30.79,0,0,13.39,17.4,0,1.34,2.68,2.68,12.05,0,0,244.95
3Month,0,1.28,0,7.36,0,1.28,0,1.6,121.26,0,0,11.84,148.14,2.24,3.52,0.96,2.24,50.55,6.4,0.64,0,0.96,0.64,1.28,0,1.6,0.96,0.32,1.28,0.32,10.24,0.32,0.64,0,0.32,2.88,63.03
22Month,0.55,3.83,1.09,4.92,0,2.73,0.55,0.55,280.43,5.47,0,64.51,103.32,6.01,7.65,0.55,1.09,100.58,6.56,0.55,1.64,0.55,0,0.55,0.55,0,1.09,0,0.55,0,4.37,0.55,1.09,0,0,0,55.21
