stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,318.74,118.51,183.89,0,8.17,0,0,0,4.09,0,36.78,0,0,0,0,65.38,53.12,187.97,596.62,0,0,0,0,543.49,38910.74,4.09,0,0,273.79,0,0,0,0,0,53.12,0,0,0
72hpf,48.14,10.7,16.05,3.21,26.74,0,0,0,0,0,0,0,0,0,0,9.63,57.77,4.28,74.89,0,2.14,2.14,0,710.34,4126.18,0,5.35,0,436.47,3.21,0,294.19,3.21,5.35,110.19,0,0,0
21Day,13.39,1.34,28.11,0,29.45,0,1.34,0,0,0,0,4.02,0,6.69,13.39,1.34,24.09,16.06,17.4,0,0,4.02,4.02,318.57,1773.56,0,2.68,0,250.31,29.45,0,24.09,8.03,10.71,21.42,0,0,5.35
3Month,0,3.52,5.44,0,0,0.32,0,0.32,1.92,0,0,5.76,1.92,0.64,1.92,0,0.64,2.24,3.2,0,0.32,0,0,2.88,14.4,0.64,0,0,0.64,9.28,4.16,4.16,0,0,11.52,0.32,1.6,0.96
22Month,1.09,19.68,4.92,0,0,0,0,1.64,3.83,0.55,0,26.24,2.73,0.55,1.09,0.55,0.55,5.47,6.01,0.55,2.19,0,0,1.64,24.6,0.55,0,0.55,0.55,1.09,13.67,16.95,1.64,0,12.57,0.55,0,0
