stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,3.21,1.07,0,0,0,0,0,0,0,0,1.07,2.14,3.21,6.42,0,1.07,0,0,70.61,32.09,0,0,0,5.35,0,0,3.21,33.16,24.61,0,0,0,0
21Day,9.37,1.34,17.4,8.03,1.34,0,0,0,1.34,0,2.68,0,1.34,1.34,2.68,22.76,0,0,0,1.34,49.53,13.39,0,0,0,8.03,5.35,0,2.68,153.93,647.85,0,0,0,2.68
3Month,0,0,5.12,0,0,0.32,1.28,0.64,1.6,1.28,0,0.64,0.32,1.6,2.56,0.32,0.64,0,0.64,0,3.52,0,1.28,0,0,0.32,0.96,5.12,2.56,0.64,0.32,0,0.32,4.48,1.28
22Month,0,0,3.83,0,0,0,1.64,0.55,18.04,2.19,1.09,1.64,0,0.55,2.19,2.73,0,1.09,0,0,8.2,0,2.19,1.09,0.55,0,0.55,6.01,4.92,58.49,0.55,0.55,0,0,1.09
