stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,4.09,20.43,0,0,0,0,16.35,277.88,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,17.12,4.28,3.21,0,0,0,0,0,0,0,0,0,0,8.56,52.42,4.28,12.84,0,0,0,0,145.49,47.07,0,0,17.12,0,1.07,5.35,1.07,0,0,0,0
21Day,5.35,1.34,0,40.16,0,5.35,0,1.34,0,0,0,1.34,0,0,4.02,2.68,1.34,26.77,2.68,49.53,0,0,8.03,0,42.83,29.45,0,5.35,25.43,2.68,1.34,14.72,0,0,0,0,1.34
3Month,0.32,1.28,3.84,73.91,0.64,0,0,0.64,0.64,16.64,1.92,0,24.96,2.24,0.32,17.28,5.44,29.76,7.36,17.28,3.52,0,7.36,2.24,1.6,0.96,0.96,2.56,0.96,2.24,23.36,0.96,0.32,0.96,3.84,0.64,3.84
22Month,0.55,0,1.64,12.57,0.55,0,0.55,0,0,5.47,3.83,10.39,34.44,0.55,1.09,41,0.55,3.83,4.92,12.03,1.09,1.09,1.09,0.55,4.37,0,3.28,2.73,0.55,0.55,11.48,0.55,2.73,0.55,0.55,0,3.28
