stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,65.38,0,143.02,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,8.17,335.09,0,0,0,0,16.35,1201.4,0,0,44.95,0,0,0,0,0,4.09,0,0,0
72hpf,17.12,35.3,0,37.44,12.84,6.42,0,0,1.07,0,0,0,0,0,1.07,0,3.21,304.89,3.21,361.59,0,0,8.56,0,48.14,104.84,1.07,3.21,313.45,0,0,75.96,0,0,14.98,0,0,0
21Day,10.71,18.74,0,145.9,6.69,18.74,2.68,0,1.34,0,0,0,6.69,0,13.39,6.69,1.34,123.15,10.71,641.16,1.34,0,85.67,0,30.79,69.6,1.34,4.02,153.93,25.43,1.34,38.82,2.68,8.03,5.35,2.68,0,18.74
3Month,0.32,5.12,0.64,79.03,0.64,0,0.32,0,8.32,4.16,0.32,0,11.84,7.36,0.64,7.68,1.6,77.11,6.72,57.59,36.15,0.64,7.04,0.64,0.64,0.32,1.92,1.28,3.2,1.6,3.52,0.32,0,0,2.88,33.91,1.92,4.48
22Month,0,9.29,1.64,21.32,1.09,0,0,0.55,3.28,7.11,3.28,0,51.39,3.83,2.73,22.41,0.55,14.76,5.47,83.09,8.2,1.64,7.65,0,1.09,1.09,3.28,0,6.56,0.55,1.64,2.19,0,0,0,8.2,0,10.39
