stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,8.17,0,0,0,4.09,0,0,0,0,0,0
72hpf,3.21,0,0,8.56,3.21,0,0,0,0,0,0,0,0,0,0,17.12,1.07,6.42,0,0,1.07,0,5.35,3.21,0,0,0,5.35,0,0,0,0,0,0
21Day,1.34,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,41.49,1.34,20.08,0,0,0,0,2.68,13.39,0,2.68,0,2.68,1.34,0,0,0,0,0
3Month,0.32,0.96,1.28,10.88,0,0.32,0.32,1.28,2.88,0,23.04,4.48,0.32,6.72,2.24,5.44,2.24,3.2,1.28,0,0.32,0.32,1.28,0,0.64,0,0,0,1.28,3.2,0,1.28,1.28,2.88
22Month,0.55,3.83,0.55,13.67,0.55,1.09,0,2.73,19.68,3.83,196.25,13.67,2.73,16.95,0,6.01,14.76,17.49,0,6.56,1.64,0,2.19,0,1.64,0.55,1.09,1.09,0,1.64,1.09,0.55,0,3.83
